,color,weight,movability,material,shape,size,name,picking,powering,disassembly
23153,6,1,1,4,2,2,20,1,1,1
23154,9,2,1,1,4,1,3,1,1,1
23155,10,2,1,5,2,3,4,1,1,1
23156,7,1,1,2,2,1,15,2,1,1
23157,11,1,1,2,1,3,1,1,1,1
23158,9,1,1,4,6,1,7,1,1,1
23159,9,1,1,4,2,2,6,1,1,1
23160,7,3,2,4,3,3,5,3,2,3
23161,10,3,2,4,2,3,2,3,2,3
23162,2,3,2,2,5,3,19,3,2,2
23163,5,1,1,3,3,2,8,1,1,1
23164,8,1,1,2,3,2,16,1,1,1
23165,7,2,1,1,3,2,11,2,1,1
23166,10,3,2,4,3,3,2,3,2,3
23167,11,1,1,2,1,3,1,1,1,1
23168,6,1,1,4,3,2,18,1,1,3
23169,5,1,1,3,2,2,20,1,1,1
23170,5,1,1,3,2,2,20,1,1,1
23171,7,2,1,1,3,2,11,2,1,1
23172,2,1,1,2,6,1,10,1,1,1
23173,5,1,1,3,2,2,20,1,1,1
23174,4,1,1,4,5,3,4,1,1,1
23175,2,1,1,2,6,1,17,1,1,1
23176,2,3,2,2,5,3,19,3,2,2
23177,2,1,1,2,2,1,15,2,1,1
23178,8,3,2,2,5,3,19,3,2,2
23179,2,1,1,2,6,1,17,1,1,1
23180,2,3,1,2,3,2,14,2,1,3
23181,9,2,1,1,1,2,13,1,1,1
23182,8,2,1,2,3,2,18,1,1,3
23183,10,2,1,2,2,3,12,2,1,2
23184,5,1,1,3,3,1,8,1,1,1
23185,5,1,1,3,2,2,20,1,1,1
23186,3,2,1,1,3,2,11,2,1,1
23187,2,1,1,2,6,1,17,1,1,1
23188,9,1,1,4,6,1,7,1,1,1
23189,8,1,1,6,5,3,4,1,1,1
23190,7,3,1,2,2,3,14,2,1,3
23191,2,1,1,2,2,1,15,2,1,1
23192,8,3,2,2,5,3,19,3,2,2
23193,2,1,1,2,3,2,18,1,1,3
23194,2,1,1,2,3,2,18,1,1,3
23195,5,1,1,3,3,2,8,1,1,1
23196,12,1,1,2,3,2,16,1,1,1
23197,5,1,1,3,2,2,20,1,1,1
23198,10,2,1,5,5,2,4,1,1,1
23199,11,1,1,2,1,3,1,1,1,1
23200,5,1,1,3,3,2,8,1,1,1
23201,9,1,1,4,6,1,7,1,1,1
23202,7,2,1,1,3,2,11,2,1,1
23203,8,1,1,4,3,1,8,1,1,1
23204,7,1,1,2,2,1,15,2,1,1
23205,5,1,1,3,2,2,20,1,1,1
23206,7,1,1,2,2,1,15,2,1,1
23207,9,1,1,4,6,1,7,1,1,1
23208,5,2,1,3,4,2,3,1,1,1
23209,10,2,1,1,3,1,11,2,1,1
23210,9,2,1,1,1,2,13,1,1,1
23211,5,1,1,3,3,2,8,1,1,1
23212,2,1,1,2,6,1,10,1,1,1
23213,2,3,2,2,5,3,19,3,2,2
23214,2,1,1,2,6,1,17,1,1,1
23215,2,1,1,2,6,1,7,1,1,1
23216,8,1,1,6,5,3,4,1,1,1
23217,5,1,1,3,2,2,20,1,1,1
23218,5,1,1,3,3,1,8,1,1,1
23219,7,1,1,2,2,1,15,2,1,1
23220,2,1,1,2,6,1,10,1,1,1
23221,5,2,1,3,4,2,3,1,1,1
23222,10,2,1,1,4,2,3,1,1,1
23223,5,1,1,3,3,1,8,1,1,1
23224,6,2,1,2,3,2,18,1,1,3
23225,5,1,1,3,3,2,8,1,1,1
23226,4,1,1,4,5,3,4,1,1,1
23227,2,1,1,2,6,1,7,1,1,1
23228,2,1,1,2,6,1,10,1,1,1
23229,2,1,1,2,6,1,7,1,1,1
23230,11,1,1,2,1,3,1,1,1,1
23231,5,1,1,3,2,2,20,1,1,1
23232,9,1,1,4,6,1,7,1,1,1
23233,8,1,1,2,3,2,16,1,1,1
23234,12,2,1,1,3,2,11,2,1,1
23235,5,1,1,3,2,2,20,1,1,1
23236,11,1,1,2,1,3,1,1,1,1
23237,5,1,1,3,3,2,8,1,1,1
23238,5,1,1,3,3,2,8,1,1,1
23239,6,1,1,4,3,2,8,1,1,1
23240,5,1,1,3,3,2,8,1,1,1
23241,2,1,1,2,3,2,18,1,1,3
23242,11,1,1,2,1,2,1,1,1,1
23243,5,1,1,3,5,2,8,1,1,1
23244,2,1,1,2,6,1,7,1,1,1
23245,9,2,1,1,4,1,3,1,1,1
23246,7,1,1,2,2,1,15,2,1,1
23247,9,1,1,4,6,1,10,1,1,1
23248,4,1,1,4,5,3,4,1,1,1
23249,1,1,1,4,3,2,18,1,1,3
23250,2,1,1,2,6,1,17,1,1,1
23251,8,3,2,2,5,3,19,3,2,2
23252,6,1,1,4,2,2,20,1,1,1
23253,5,2,1,3,4,2,3,1,1,1
23254,2,1,1,2,6,1,10,1,1,1
23255,5,1,1,3,2,2,20,1,1,1
23256,12,1,1,2,3,2,16,1,1,1
23257,8,3,2,2,5,3,19,3,2,2
23258,2,1,1,2,6,1,7,1,1,1
23259,5,1,1,3,3,2,8,1,1,1
23260,8,2,1,1,1,1,13,1,1,1
23261,4,2,1,2,3,2,18,1,1,3
23262,8,2,1,2,3,2,18,1,1,3
23263,5,1,1,3,2,2,20,1,1,1
23264,2,1,1,2,3,2,18,1,1,3
23265,5,1,1,3,3,2,8,1,1,1
23266,12,3,2,4,3,3,2,3,2,3
23267,2,1,1,2,6,1,10,1,1,1
23268,7,3,1,2,2,3,14,2,1,3
23269,5,1,1,3,2,2,20,1,1,1
23270,1,1,1,4,3,2,8,1,1,1
23271,8,1,1,4,3,2,18,1,1,3
23272,2,1,1,2,2,1,15,2,1,1
23273,5,1,1,3,3,2,8,1,1,1
23274,2,1,1,2,6,1,17,1,1,1
23275,10,3,2,4,3,3,2,3,2,3
23276,8,3,2,4,3,3,2,3,2,3
23277,9,1,1,4,6,1,17,1,1,1
23278,3,1,1,4,3,2,18,1,1,3
23279,9,1,1,4,6,1,7,1,1,1
23280,8,2,1,1,3,2,11,2,1,1
23281,4,1,1,4,2,2,20,1,1,1
23282,10,3,2,4,2,3,2,3,2,3
23283,4,3,2,4,3,3,2,3,2,3
23284,7,3,1,2,2,3,12,2,1,2
23285,5,1,1,3,2,2,20,1,1,1
23286,8,2,1,1,3,2,11,2,1,1
23287,5,1,1,3,3,2,8,1,1,1
23288,5,2,1,3,4,2,3,1,1,1
23289,7,2,1,1,3,2,11,2,1,1
23290,1,1,1,4,3,2,8,1,1,1
23291,2,1,1,2,6,1,10,1,1,1
23292,7,1,1,2,2,1,15,2,1,1
23293,8,3,2,2,5,3,19,3,2,2
23294,4,1,1,4,2,2,20,1,1,1
23295,12,1,1,4,3,2,8,1,1,1
23296,7,1,1,2,2,1,15,2,1,1
23297,2,1,1,2,3,2,18,1,1,3
23298,9,1,1,4,6,1,17,1,1,1
23299,2,1,1,2,6,1,10,1,1,1
23300,7,3,1,2,2,3,14,2,1,3
23301,4,2,1,1,3,2,11,2,1,1
23302,5,1,1,3,2,2,20,1,1,1
23303,2,3,1,2,3,2,14,2,1,3
23304,10,1,1,4,3,2,18,1,1,3
23305,8,3,2,2,5,3,19,3,2,2
23306,2,3,1,2,3,3,14,2,1,3
23307,7,2,1,1,3,2,11,2,1,1
23308,2,1,1,2,6,1,17,1,1,1
23309,2,1,1,2,6,1,7,1,1,1
23310,2,1,1,2,6,1,10,1,1,1
23311,11,1,1,2,1,3,1,1,1,1
23312,10,2,1,5,2,3,4,1,1,1
23313,8,3,2,2,5,3,19,3,2,2
23314,5,1,1,3,2,2,20,1,1,1
23315,2,1,1,2,2,1,15,2,1,1
23316,10,2,1,5,2,3,4,1,1,1
23317,11,1,1,2,1,2,1,1,1,1
23318,7,3,1,2,2,3,14,2,1,3
23319,5,1,1,3,3,2,8,1,1,1
23320,9,2,1,1,4,1,3,1,1,1
23321,2,1,1,2,6,1,17,1,1,1
23322,9,2,1,1,4,1,3,1,1,1
23323,10,2,1,2,2,3,12,2,1,2
23324,3,1,1,6,1,2,1,1,1,1
23325,3,3,2,4,3,3,2,3,2,3
23326,5,1,1,3,3,2,8,1,1,1
23327,5,1,1,3,2,2,20,1,1,1
23328,1,1,1,4,3,2,8,1,1,1
23329,9,1,1,4,6,1,10,1,1,1
23330,10,2,1,2,3,2,18,1,1,3
23331,2,1,1,2,3,2,18,1,1,3
23332,5,1,1,3,3,2,8,1,1,1
23333,7,2,1,1,3,2,11,2,1,1
23334,9,3,2,4,2,3,5,3,2,3
23335,4,2,1,4,4,2,3,1,1,1
23336,12,2,1,1,3,1,11,2,1,1
23337,5,1,1,3,3,2,8,1,1,1
23338,5,1,1,3,2,2,20,1,1,1
23339,7,1,1,2,2,1,15,2,1,1
23340,2,1,1,2,3,2,18,1,1,3
23341,5,1,1,3,3,2,8,1,1,1
23342,7,1,1,2,2,1,15,2,1,1
23343,12,3,2,4,3,3,2,3,2,3
23344,5,2,1,3,4,2,3,1,1,1
23345,5,1,1,3,2,2,20,1,1,1
23346,2,1,1,2,2,1,15,2,1,1
23347,2,1,1,2,6,1,10,1,1,1
23348,7,3,2,4,3,3,5,3,2,3
23349,2,3,2,2,5,3,19,3,2,2
23350,7,2,1,1,3,2,11,2,1,1
23351,5,1,1,3,3,2,8,1,1,1
23352,5,1,1,3,3,2,8,1,1,1
23353,10,2,1,1,4,2,3,1,1,1
23354,10,1,1,4,3,1,8,1,1,1
23355,4,1,1,4,3,2,18,1,1,3
23356,5,1,1,3,3,1,8,1,1,1
23357,2,1,1,2,6,1,17,1,1,1
23358,4,1,1,4,3,2,6,1,1,1
23359,5,1,1,3,3,2,8,1,1,1
23360,5,1,1,3,2,2,20,1,1,1
23361,2,1,1,2,2,1,15,2,1,1
23362,5,2,1,3,4,2,3,1,1,1
23363,8,3,2,2,5,3,19,3,2,2
23364,7,2,1,1,3,2,11,2,1,1
23365,10,2,1,5,2,3,4,1,1,1
23366,1,3,2,4,3,3,2,3,2,3
23367,4,1,1,4,3,1,6,1,1,1
23368,7,3,1,2,2,3,12,2,1,2
23369,7,2,1,1,3,2,11,2,1,1
23370,6,1,1,4,2,2,20,1,1,1
23371,5,1,1,3,5,2,8,1,1,1
23372,10,1,1,2,3,2,16,1,1,1
23373,4,1,1,4,3,2,8,1,1,1
23374,5,1,1,3,3,2,8,1,1,1
23375,5,1,1,3,3,2,8,1,1,1
23376,2,1,1,2,6,1,17,1,1,1
23377,5,1,1,3,2,2,20,1,1,1
23378,3,2,1,1,3,2,11,2,1,1
23379,10,2,1,2,2,3,12,2,1,2
23380,5,1,1,3,3,1,8,1,1,1
23381,10,1,1,4,3,1,8,1,1,1
23382,5,1,1,3,3,2,8,1,1,1
23383,5,1,1,3,3,2,8,1,1,1
23384,10,2,1,5,2,3,4,1,1,1
23385,5,1,1,3,3,2,8,1,1,1
23386,6,1,1,6,5,3,4,1,1,1
23387,2,1,1,2,6,1,10,1,1,1
23388,2,1,1,2,6,1,17,1,1,1
23389,5,1,1,3,3,1,8,1,1,1
23390,11,1,1,2,1,2,1,1,1,1
23391,9,1,1,4,6,1,10,1,1,1
23392,8,3,2,2,5,3,19,3,2,2
23393,7,3,1,2,2,3,14,2,1,3
23394,2,1,1,2,2,1,15,2,1,1
23395,11,1,1,2,1,3,1,1,1,1
23396,6,2,1,1,3,2,11,2,1,1
23397,1,1,1,2,3,2,16,1,1,1
23398,2,1,1,2,6,1,17,1,1,1
23399,3,3,2,4,3,3,2,3,2,3
23400,5,1,1,3,3,2,8,1,1,1
23401,10,2,1,5,2,3,4,1,1,1
23402,2,1,1,2,6,1,10,1,1,1
23403,5,1,1,3,2,2,20,1,1,1
23404,2,1,1,2,6,1,7,1,1,1
23405,2,3,1,2,3,2,14,2,1,3
23406,10,2,1,5,2,3,4,1,1,1
23407,6,2,1,2,3,2,18,1,1,3
23408,5,2,1,3,4,2,3,1,1,1
23409,2,1,1,2,6,1,17,1,1,1
23410,12,1,1,4,3,1,6,1,1,1
23411,10,2,1,2,2,3,12,2,1,2
23412,4,2,1,4,4,2,3,1,1,1
23413,3,2,1,2,3,2,18,1,1,3
23414,1,1,1,4,3,2,8,1,1,1
23415,9,1,1,4,2,2,6,1,1,1
23416,5,2,1,3,4,2,3,1,1,1
23417,12,1,1,2,3,2,16,1,1,1
23418,6,1,1,2,3,2,16,1,1,1
23419,7,3,1,2,2,3,12,2,1,2
23420,5,1,1,3,2,2,20,1,1,1
23421,2,1,1,2,6,1,7,1,1,1
23422,11,1,1,2,1,3,1,1,1,1
23423,7,1,1,2,2,1,15,2,1,1
23424,10,2,1,2,2,3,12,2,1,2
23425,2,1,1,2,6,1,17,1,1,1
23426,1,2,1,2,3,2,18,1,1,3
23427,2,1,1,2,3,2,18,1,1,3
23428,5,1,1,3,2,2,20,1,1,1
23429,5,2,1,3,4,2,3,1,1,1
23430,2,1,1,2,2,1,15,2,1,1
23431,8,1,1,4,3,1,6,1,1,1
23432,8,2,1,1,3,2,11,2,1,1
23433,5,1,1,3,3,2,8,1,1,1
23434,5,2,1,3,4,2,3,1,1,1
23435,12,1,1,2,3,2,16,1,1,1
23436,2,1,1,2,6,1,7,1,1,1
23437,5,1,1,3,2,2,20,1,1,1
23438,8,3,2,2,5,3,19,3,2,2
23439,2,1,1,2,6,1,7,1,1,1
23440,9,1,1,4,2,2,6,1,1,1
23441,5,1,1,3,5,2,8,1,1,1
23442,4,2,1,2,3,2,18,1,1,3
23443,9,1,1,4,6,1,7,1,1,1
23444,11,1,1,2,1,3,1,1,1,1
23445,10,2,1,1,3,2,11,2,1,1
23446,11,1,1,2,1,3,1,1,1,1
23447,2,3,2,2,5,3,19,3,2,2
23448,12,2,1,1,3,2,11,2,1,1
23449,6,1,1,6,1,2,1,1,1,1
23450,2,1,1,2,6,1,17,1,1,1
23451,10,2,1,1,4,2,3,1,1,1
23452,5,1,1,3,2,2,20,1,1,1
23453,7,3,2,4,3,3,5,3,2,3
23454,10,2,1,1,4,2,3,1,1,1
23455,9,3,2,4,2,3,5,3,2,3
23456,5,1,1,3,2,2,20,1,1,1
23457,5,2,1,3,4,2,3,1,1,1
23458,2,1,1,2,3,2,18,1,1,3
23459,10,1,1,6,1,3,1,1,1,1
23460,4,1,1,4,5,3,4,1,1,1
23461,1,2,1,1,3,1,11,2,1,1
23462,5,1,1,3,2,2,20,1,1,1
23463,8,1,1,4,2,2,20,1,1,1
23464,2,1,1,2,6,1,17,1,1,1
23465,7,3,1,2,2,3,14,2,1,3
23466,2,3,2,2,2,3,9,2,2,2
23467,9,3,2,4,2,3,5,3,2,3
23468,5,1,1,3,3,2,8,1,1,1
23469,7,2,1,1,3,2,11,2,1,1
23470,6,2,1,1,1,1,13,1,1,1
23471,2,1,1,2,6,1,10,1,1,1
23472,10,2,1,1,4,2,3,1,1,1
23473,9,1,1,4,6,1,10,1,1,1
23474,2,1,1,2,6,1,17,1,1,1
23475,3,2,1,1,1,1,13,1,1,1
23476,3,2,1,1,3,2,11,2,1,1
23477,3,1,1,4,3,2,8,1,1,1
23478,2,1,1,2,6,1,10,1,1,1
23479,7,1,1,2,2,1,15,2,1,1
23480,2,1,1,2,6,1,7,1,1,1
23481,5,1,1,3,5,2,8,1,1,1
23482,5,1,1,3,3,2,8,1,1,1
23483,11,1,1,2,1,3,1,1,1,1
23484,8,2,1,1,3,2,11,2,1,1
23485,10,3,2,4,2,3,2,3,2,3
23486,9,2,1,1,4,1,3,1,1,1
23487,5,1,1,3,2,2,20,1,1,1
23488,6,1,1,2,3,2,16,1,1,1
23489,9,1,1,4,2,2,6,1,1,1
23490,9,2,1,1,4,2,3,1,1,1
23491,1,1,1,4,3,1,8,1,1,1
23492,5,1,1,3,3,2,8,1,1,1
23493,5,1,1,3,3,2,8,1,1,1
23494,5,1,1,3,2,2,20,1,1,1
23495,12,2,1,4,4,2,3,1,1,1
23496,5,1,1,3,5,2,8,1,1,1
23497,2,3,1,2,3,3,14,2,1,3
23498,9,2,1,1,1,2,13,1,1,1
23499,2,1,1,2,6,1,17,1,1,1
23500,7,2,1,1,3,2,11,2,1,1
23501,2,1,1,2,6,1,10,1,1,1
23502,1,1,1,4,3,1,8,1,1,1
23503,2,1,1,2,2,1,15,2,1,1
23504,6,1,1,4,3,2,6,1,1,1
23505,2,3,2,2,2,3,9,2,2,2
23506,11,1,1,2,1,3,1,1,1,1
23507,5,2,1,3,4,2,3,1,1,1
23508,5,1,1,3,2,2,20,1,1,1
23509,2,1,1,2,3,2,18,1,1,3
23510,4,1,1,4,2,2,20,1,1,1
23511,2,1,1,2,2,1,15,2,1,1
23512,6,2,1,1,1,2,13,1,1,1
23513,8,2,1,1,3,2,11,2,1,1
23514,4,1,1,4,3,1,8,1,1,1
23515,10,2,1,1,4,2,3,1,1,1
23516,5,1,1,3,2,2,20,1,1,1
23517,10,2,1,5,5,3,4,1,1,1
23518,7,3,2,4,3,3,5,3,2,3
23519,2,1,1,2,6,1,10,1,1,1
23520,5,1,1,3,2,2,20,1,1,1
23521,1,2,1,1,3,2,11,2,1,1
23522,9,2,1,1,4,2,3,1,1,1
23523,2,1,1,2,6,1,17,1,1,1
23524,2,1,1,2,6,1,17,1,1,1
23525,11,1,1,2,1,3,1,1,1,1
23526,5,1,1,3,3,2,8,1,1,1
23527,2,3,2,2,5,3,19,3,2,2
23528,2,1,1,2,6,1,17,1,1,1
23529,9,2,1,1,4,1,3,1,1,1
23530,5,1,1,3,5,2,8,1,1,1
23531,1,2,1,1,1,1,13,1,1,1
23532,2,1,1,2,6,1,10,1,1,1
23533,9,1,1,4,6,1,17,1,1,1
23534,10,1,1,4,5,3,4,1,1,1
23535,5,1,1,3,5,2,8,1,1,1
23536,10,2,1,5,5,2,4,1,1,1
23537,5,1,1,3,2,2,20,1,1,1
23538,5,1,1,3,3,2,8,1,1,1
23539,5,1,1,3,3,2,8,1,1,1
23540,6,2,1,1,3,1,11,2,1,1
23541,9,2,1,1,1,2,13,1,1,1
23542,5,2,1,3,4,2,3,1,1,1
23543,7,2,1,1,3,2,11,2,1,1
23544,8,1,1,4,3,2,6,1,1,1
23545,7,2,1,1,3,2,11,2,1,1
23546,2,3,2,2,5,3,19,3,2,2
23547,5,1,1,3,3,2,8,1,1,1
23548,1,2,1,1,1,1,13,1,1,1
23549,7,1,1,2,2,1,15,2,1,1
23550,7,2,1,1,3,2,11,2,1,1
23551,5,1,1,3,2,2,20,1,1,1
23552,12,2,1,1,3,2,11,2,1,1
23553,2,1,1,2,6,1,10,1,1,1
23554,2,1,1,2,6,1,17,1,1,1
23555,8,2,1,1,3,2,11,2,1,1
23556,6,2,1,2,3,2,18,1,1,3
23557,4,1,1,4,2,2,20,1,1,1
23558,9,2,1,1,1,2,13,1,1,1
23559,7,1,1,2,2,1,15,2,1,1
23560,10,2,1,5,2,3,4,1,1,1
23561,8,1,1,4,3,2,8,1,1,1
23562,2,1,1,2,6,1,10,1,1,1
23563,8,2,1,1,1,2,13,1,1,1
23564,9,3,2,4,2,3,5,3,2,3
23565,9,2,1,1,4,1,3,1,1,1
23566,5,1,1,3,2,2,20,1,1,1
23567,6,2,1,1,3,2,11,2,1,1
23568,12,1,1,2,3,2,16,1,1,1
23569,2,1,1,2,6,1,17,1,1,1
23570,9,2,1,1,1,2,13,1,1,1
23571,5,2,1,3,4,2,3,1,1,1
23572,6,1,1,4,3,2,8,1,1,1
23573,6,2,1,2,3,2,18,1,1,3
23574,8,1,1,4,3,2,8,1,1,1
23575,7,3,2,4,3,3,5,3,2,3
23576,3,2,1,4,4,2,3,1,1,1
23577,7,3,1,2,2,3,14,2,1,3
23578,5,1,1,3,5,2,8,1,1,1
23579,5,2,1,3,4,2,3,1,1,1
23580,7,3,1,2,2,3,14,2,1,3
23581,5,1,1,3,3,1,8,1,1,1
23582,2,1,1,2,6,1,7,1,1,1
23583,2,1,1,2,2,1,15,2,1,1
23584,2,1,1,2,2,1,15,2,1,1
23585,2,1,1,2,3,2,18,1,1,3
23586,5,1,1,3,5,2,8,1,1,1
23587,12,1,1,4,3,1,6,1,1,1
23588,7,2,1,1,3,2,11,2,1,1
23589,2,3,2,2,5,3,19,3,2,2
23590,8,2,1,1,3,2,11,2,1,1
23591,9,2,1,1,1,2,13,1,1,1
23592,7,3,2,4,3,3,5,3,2,3
23593,3,2,1,4,4,2,3,1,1,1
23594,10,2,1,5,2,3,4,1,1,1
23595,9,3,2,4,2,3,5,3,2,3
23596,5,1,1,3,3,2,8,1,1,1
23597,6,1,1,4,3,2,18,1,1,3
23598,2,1,1,2,6,1,10,1,1,1
23599,5,1,1,3,2,2,20,1,1,1
23600,2,1,1,2,3,2,18,1,1,3
23601,10,3,2,4,2,3,2,3,2,3
23602,2,1,1,2,6,1,17,1,1,1
23603,10,2,1,5,5,2,4,1,1,1
23604,5,1,1,3,3,2,8,1,1,1
23605,2,1,1,2,6,1,7,1,1,1
23606,2,1,1,2,6,1,17,1,1,1
23607,7,2,1,1,3,2,11,2,1,1
23608,2,1,1,2,6,1,10,1,1,1
23609,2,1,1,2,6,1,7,1,1,1
23610,2,1,1,2,2,1,15,2,1,1
23611,6,3,2,4,3,3,2,3,2,3
23612,7,1,1,2,2,1,15,2,1,1
23613,2,1,1,2,6,1,17,1,1,1
23614,5,1,1,3,2,2,20,1,1,1
23615,2,1,1,2,6,1,10,1,1,1
23616,1,2,1,1,1,1,13,1,1,1
23617,2,1,1,2,6,1,17,1,1,1
23618,9,1,1,4,6,1,10,1,1,1
23619,11,1,1,2,1,3,1,1,1,1
23620,2,1,1,2,6,1,10,1,1,1
23621,10,2,1,1,4,2,3,1,1,1
23622,3,1,1,4,3,2,8,1,1,1
23623,12,1,1,4,2,2,20,1,1,1
23624,6,1,1,2,3,2,16,1,1,1
23625,5,1,1,3,2,2,20,1,1,1
23626,2,1,1,2,6,1,17,1,1,1
23627,9,1,1,4,2,2,6,1,1,1
23628,11,1,1,2,1,3,1,1,1,1
23629,7,2,1,1,3,2,11,2,1,1
23630,5,1,1,3,2,2,20,1,1,1
23631,7,3,2,4,3,3,5,3,2,3
23632,9,1,1,4,6,1,17,1,1,1
23633,8,2,1,2,3,2,18,1,1,3
23634,12,2,1,1,3,2,11,2,1,1
23635,8,2,1,1,3,2,11,2,1,1
23636,5,1,1,3,5,2,8,1,1,1
23637,4,2,1,2,3,2,18,1,1,3
23638,5,1,1,3,2,2,20,1,1,1
23639,5,1,1,3,2,2,20,1,1,1
23640,9,1,1,4,2,2,6,1,1,1
23641,5,1,1,3,3,2,8,1,1,1
23642,10,1,1,4,3,2,18,1,1,3
23643,5,1,1,3,3,2,8,1,1,1
23644,2,3,1,2,3,2,14,2,1,3
23645,9,2,1,1,4,2,3,1,1,1
23646,8,2,1,2,3,2,18,1,1,3
23647,5,1,1,3,3,2,8,1,1,1
23648,10,2,1,5,5,2,4,1,1,1
23649,5,2,1,3,4,2,3,1,1,1
23650,2,1,1,2,2,1,15,2,1,1
23651,10,2,1,5,5,2,4,1,1,1
23652,2,1,1,2,6,1,7,1,1,1
23653,5,1,1,3,5,2,8,1,1,1
23654,2,1,1,2,6,1,10,1,1,1
23655,5,1,1,3,3,2,8,1,1,1
23656,8,3,2,2,5,3,19,3,2,2
23657,9,2,1,1,4,1,3,1,1,1
23658,6,1,1,2,3,2,16,1,1,1
23659,2,3,1,2,3,2,14,2,1,3
23660,1,3,2,4,3,3,2,3,2,3
23661,3,1,1,2,3,2,16,1,1,1
23662,8,2,1,1,3,2,11,2,1,1
23663,3,1,1,4,3,2,8,1,1,1
23664,2,1,1,2,6,1,17,1,1,1
23665,3,1,1,4,3,1,8,1,1,1
23666,5,1,1,3,2,2,20,1,1,1
23667,3,1,1,4,3,2,8,1,1,1
23668,4,1,1,4,5,3,4,1,1,1
23669,9,1,1,4,6,1,10,1,1,1
23670,6,1,1,4,3,1,6,1,1,1
23671,2,1,1,2,6,1,10,1,1,1
23672,9,1,1,4,6,1,10,1,1,1
23673,5,1,1,3,3,2,8,1,1,1
23674,2,1,1,2,6,1,7,1,1,1
23675,5,1,1,3,2,2,20,1,1,1
23676,7,1,1,2,2,1,15,2,1,1
23677,8,2,1,2,3,2,18,1,1,3
23678,7,3,2,4,3,3,5,3,2,3
23679,8,3,2,2,5,3,19,3,2,2
23680,3,2,1,1,3,1,11,2,1,1
23681,5,1,1,3,3,2,8,1,1,1
23682,2,1,1,2,3,2,18,1,1,3
23683,5,1,1,3,2,2,20,1,1,1
23684,2,1,1,2,6,1,17,1,1,1
23685,7,1,1,2,2,1,15,2,1,1
23686,10,1,1,2,3,2,16,1,1,1
23687,5,1,1,3,2,2,20,1,1,1
23688,5,1,1,3,3,2,8,1,1,1
23689,8,2,1,1,3,2,11,2,1,1
23690,1,1,1,6,5,3,4,1,1,1
23691,2,3,2,2,5,3,19,3,2,2
23692,9,1,1,4,6,1,7,1,1,1
23693,5,1,1,3,2,2,20,1,1,1
23694,8,2,1,1,3,2,11,2,1,1
23695,1,2,1,1,1,1,13,1,1,1
23696,10,2,1,5,5,3,4,1,1,1
23697,5,1,1,3,5,2,8,1,1,1
23698,2,3,1,2,3,2,14,2,1,3
23699,9,3,2,4,2,3,5,3,2,3
23700,7,3,2,4,3,3,5,3,2,3
23701,8,2,1,2,3,2,18,1,1,3
23702,7,2,1,1,3,2,11,2,1,1
23703,12,1,1,4,3,2,8,1,1,1
23704,7,2,1,1,3,2,11,2,1,1
23705,8,2,1,1,3,1,11,2,1,1
23706,2,1,1,2,6,1,17,1,1,1
23707,10,3,2,4,3,3,2,3,2,3
23708,1,2,1,1,3,1,11,2,1,1
23709,7,3,2,4,3,3,5,3,2,3
23710,9,2,1,1,4,2,3,1,1,1
23711,5,2,1,3,4,2,3,1,1,1
23712,1,1,1,4,3,2,8,1,1,1
23713,9,1,1,4,6,1,17,1,1,1
23714,10,1,1,4,3,1,8,1,1,1
23715,11,1,1,2,1,3,1,1,1,1
23716,11,1,1,2,1,3,1,1,1,1
23717,9,2,1,1,4,1,3,1,1,1
23718,2,1,1,2,6,1,7,1,1,1
23719,8,1,1,2,3,2,16,1,1,1
23720,5,1,1,3,3,2,8,1,1,1
23721,5,1,1,3,2,2,20,1,1,1
23722,5,1,1,3,2,2,20,1,1,1
23723,5,2,1,3,4,2,3,1,1,1
23724,3,3,2,4,3,3,2,3,2,3
23725,1,1,1,4,5,3,4,1,1,1
23726,3,3,2,4,3,3,2,3,2,3
23727,11,1,1,2,1,3,1,1,1,1
23728,5,1,1,3,2,2,20,1,1,1
23729,2,1,1,2,3,2,18,1,1,3
23730,9,1,1,4,6,1,17,1,1,1
23731,5,1,1,3,2,2,20,1,1,1
23732,3,2,1,1,3,2,11,2,1,1
23733,6,1,1,2,3,2,16,1,1,1
23734,7,1,1,2,2,1,15,2,1,1
23735,4,1,1,2,3,2,16,1,1,1
23736,5,1,1,3,3,2,8,1,1,1
23737,7,1,1,2,2,1,15,2,1,1
23738,5,1,1,3,3,2,8,1,1,1
23739,2,1,1,2,6,1,10,1,1,1
23740,8,3,2,4,3,3,2,3,2,3
23741,10,2,1,1,4,2,3,1,1,1
23742,5,1,1,3,3,2,8,1,1,1
23743,8,3,2,2,2,3,9,2,1,2
23744,2,3,2,2,2,3,9,2,2,2
23745,7,2,1,1,3,2,11,2,1,1
23746,2,1,1,2,6,1,7,1,1,1
23747,7,1,1,2,2,1,15,2,1,1
23748,7,2,1,1,3,2,11,2,1,1
23749,7,1,1,2,2,1,15,2,1,1
23750,8,3,2,2,5,3,19,3,2,2
23751,1,1,1,4,3,2,8,1,1,1
23752,4,1,1,4,3,1,8,1,1,1
23753,8,2,1,1,3,2,11,2,1,1
23754,9,1,1,4,6,1,10,1,1,1
23755,9,1,1,4,6,1,10,1,1,1
23756,9,1,1,4,6,1,10,1,1,1
23757,9,1,1,4,6,1,7,1,1,1
23758,8,2,1,2,3,2,18,1,1,3
23759,10,2,1,5,2,3,4,1,1,1
