,Input,UnstructuredText,StructuredText,Material,Colour,Weight,Volume,Length,Width,Height,Functionality,Button,Lip,Fillability,Movability,Washability,Dismountability,Shape,Handle,name
1393,"Tower Cerastone T81232 Forged Frying Pan with Non-Stick Coating and Soft Touch Handles, 24 cm, Graphite
Material Aluminium
Brand Tower
Diameter 24.6 Centimetres
Colour Graphite
Item dimensions L x W x H 43.3 x 24 x 5.3 centimetres
Has non-stick coating Yes
Dishwasher safe? Yes
CERASTONE COATING - features a superior multi-layered ceramic stone construction with non-stick qualities, using less oil for virtually fat free cooking
QUALITY CONSTRUCTION - forged aluminium body preserves the heat for rapid cooking and provides added durability
STAY COOL HANDLE - the soft touch phenolic handle offers a safe and comfortable grip to ensure quality performance
BONDED STEEL BASE - provides even heat distribution for better cooking results and is suitable for all hob types
5 YEARS WARRANTY - get a total of 5 years peace of mind in the event of fault with the product
Brand Tower
Model Number T81232
Colour Graphite
Product Dimensions 43.3 x 24 x 5.3 cm; 650 Grams
Diameter 24.6 Centimetres
Material Aluminium
Auto Shutoff No
Special Features Bonded Steel Base, Heat Resistant Graphite Exterior, Non-stick Interior, Aluminium Body, Stay Cool Handle
Item Weight 650 g
","Tower Cerastone T81232 Forged Frying Pan with Non-Stick Coating and Soft Touch Handles, 24 cm, Graphite
CERASTONE COATING - features a superior multi-layered ceramic stone construction with non-stick qualities, using less oil for virtually fat free cooking
QUALITY CONSTRUCTION - forged aluminium body preserves the heat for rapid cooking and provides added durability
STAY COOL HANDLE - the soft touch phenolic handle offers a safe and comfortable grip to ensure quality performance
BONDED STEEL BASE - provides even heat distribution for better cooking results and is suitable for all hob types
5 YEARS WARRANTY - get a total of 5 years peace of mind in the event of fault with the product
","Material Aluminium
Brand Tower
Diameter 24.6 Centimetres
Colour Graphite
Item dimensions L x W x H 43.3 x 24 x 5.3 centimetres
Has non-stick coating Yes
Dishwasher safe? Yes
Brand Tower
Model Number T81232
Colour Graphite
Product Dimensions 43.3 x 24 x 5.3 cm; 650 Grams
Diameter 24.6 Centimetres
Material Aluminium
Auto Shutoff No
Special Features Bonded Steel Base, Heat Resistant Graphite Exterior, Non-stick Interior, Aluminium Body, Stay Cool Handle
Item Weight 650 g
",metal,other,650g,other,43.3,24,5.3,kitchenware,0,0,1,1,1,0,circular,1,pan
1394,"Lodge 26.67 cm / 10.5 inch Pre-Seasoned Cast Iron Round Griddle / Pancake Pan, Black
Features slightly raised edges to keep oil, batter and other ingredients neatly contained during cooking
Griddle is also perfect for preparing big breakfasts, tortillas, roasted vegetables and grilled sandwiches
Seasoned with 100% natural vegetable oil
Pre-seasoned at Lodge's foundry for a natural, easy-release finish that improves with use
Unparalleled distribution and retention of heat ensures rapid and efficient cooking
Suitable for use on induction, ceramic, electric and gas cooktops, as well as in the oven, on the stove, in the grill and on barbecues/campfires
Extremely versatile - can be used to sear, fry, saut?, grill, roast, bake, braise and broil (both indoors or out)
Brand LODGE
Model Number L9OG3
Colour Black
Product Dimensions 40.13 x 25.4 x 2.54 cm; 2.04 Kilograms
Diameter 26 Centimetres
Capacity 2.04 Kilograms
Material Inoxidable
Special Features Electric_Stovetop_Compatible,Gas_Stovetop_Compatible,Induction_Stovetop_Compatible
Item Weight 2.04 kg
","Lodge 26.67 cm / 10.5 inch Pre-Seasoned Cast Iron Round Griddle / Pancake Pan, Black
Features slightly raised edges to keep oil, batter and other ingredients neatly contained during cooking
Griddle is also perfect for preparing big breakfasts, tortillas, roasted vegetables and grilled sandwiches
Seasoned with 100% natural vegetable oil
Pre-seasoned at Lodge's foundry for a natural, easy-release finish that improves with use
Unparalleled distribution and retention of heat ensures rapid and efficient cooking
Suitable for use on induction, ceramic, electric and gas cooktops, as well as in the oven, on the stove, in the grill and on barbecues/campfires
Extremely versatile - can be used to sear, fry, saut?, grill, roast, bake, braise and broil (both indoors or out)
","Brand LODGE
Model Number L9OG3
Colour Black
Product Dimensions 40.13 x 25.4 x 2.54 cm; 2.04 Kilograms
Diameter 26 Centimetres
Capacity 2.04 Kilograms
Material Inoxidable
Special Features Electric_Stovetop_Compatible,Gas_Stovetop_Compatible,Induction_Stovetop_Compatible
Item Weight 2.04 kg
",metal,black,2.04kg,other,40.13,25.4,2.54,kitchenware,0,0,1,1,1,0,circular,1,pan
1395,"Morrisons Aluminium Milk Pan, 14cm
Material Aluminium
Brand MORRISONS
Item dimensions L x W x H 30.2 x 15.8 x 6.7 centimetres
With a non-stick easy-clean Teflon coating
Easy clean
Suitable for use with: Gas, Radiant Ring, Halogen, Solid Plate, Ceramic Hob, Dishwasher Safe
Product Dimensions 30.2 x 15.8 x 6.7 cm; 400 Grams
Item model number 105154639
Units 1 count
Manufacturer contact Wm Morrison Supermarkets PLC, Gain Lane, Bradford, BD3 7DL
Brand MORRISONS
Manufacturer Wm Morrison Supermarkets PLC
","Morrisons Aluminium Milk Pan, 14cm
With a non-stick easy-clean Teflon coating
Easy clean
Suitable for use with: Gas, Radiant Ring, Halogen, Solid Plate, Ceramic Hob, Dishwasher Safe
","Material Aluminium
Brand MORRISONS
Item dimensions L x W x H 30.2 x 15.8 x 6.7 centimetres
Product Dimensions 30.2 x 15.8 x 6.7 cm; 400 Grams
Item model number 105154639
Units 1 count
Manufacturer contact Wm Morrison Supermarkets PLC, Gain Lane, Bradford, BD3 7DL
Brand MORRISONS
Manufacturer Wm Morrison Supermarkets PLC
",metal,other,400g,other,30.2,15.8,6.7,kitchenware,0,0,1,1,1,0,circular,1,pan
1396,"Morrisons Ali Saucepan, 20 cm
With a non-stick, easy-clean Teflon coating
DuPont Teflon quality tested nonstick coatings
Easy clean convenience - classic
Product Dimensions 14.5 x 21 x 39 cm; 1.01 Kilograms
Item model number 105154743
Units 1 count
Manufacturer contact Wm Morrison Supermarkets PLC, Gain Lane, Bradford, BD3 7DL
Brand MORRISONS
Manufacturer Morrisons
","Morrisons Ali Saucepan, 20 cm
With a non-stick, easy-clean Teflon coating
DuPont Teflon quality tested nonstick coatings
Easy clean convenience - classic
","Product Dimensions 14.5 x 21 x 39 cm; 1.01 Kilograms
Item model number 105154743
Units 1 count
Manufacturer contact Wm Morrison Supermarkets PLC, Gain Lane, Bradford, BD3 7DL
Brand MORRISONS
Manufacturer Morrisons
",metal,other,1.01kg,other,14.5,21,39,kitchenware,0,0,1,1,1,0,circular,1,pan
1397,"Home Icon Non-Stick Copper Frying Pan Ceramic Coating PTFE Free Induction Compatible 26cm Oven Safe
AVOID STICKY SITUATIONS: Our Copper Frying Pan features a unique triple layer ceramic non stick coating. Perfect for healthy cooking with little or no oil and fantastic for cooking pancakes and omelettes. This premium quality pan is hard wearing, well engineered and lightweight. Season your pan on 1st use and this coating will last for years.
WORKS ON ALL HOBS: Compatible with all gas, electric and induction cooktops and stovetops. If using with an induction cooker we recommend an induction hob with a 18-19cm diameter. OVEN SAFE up to 260?.
SUPER EASY TO CLEAN: The amazing non stick coating makes cleaning straightforward, as any food that remains, (it rarely does) will wipe or rinse off easily.
CHEMICAL FREE: The non stick ceramic coating is eco friendly and does not include any chemicals, free from PFOA, lead, cadmium and PTFE??
12 MONTH WARRANTY: We are so confident in the performance of our non stick pan that it is backed by a 12 month guarantee. Before use, please read the instructions carefully and season the pan. By following the recommended care guidelines this non stick pan will offer incredible longevity. Arrives in a stylish presentation box. We are a UK company who pride ourselves on quality customer service.
Brand Home Icon
Colour Copper Ceramic
Product Dimensions 49 x 26 x 4.8 cm; 900 Grams
Diameter 29 Centimetres
Material Aluminium
Special Features Suitable for oven, PTFE free, Suitable for electric, PFOA free, Suitable for induction, Lead Free, Non-stick
Item Weight 900 g
","Home Icon Non-Stick Copper Frying Pan Ceramic Coating PTFE Free Induction Compatible 26cm Oven Safe
AVOID STICKY SITUATIONS: Our Copper Frying Pan features a unique triple layer ceramic non stick coating. Perfect for healthy cooking with little or no oil and fantastic for cooking pancakes and omelettes. This premium quality pan is hard wearing, well engineered and lightweight. Season your pan on 1st use and this coating will last for years.
WORKS ON ALL HOBS: Compatible with all gas, electric and induction cooktops and stovetops. If using with an induction cooker we recommend an induction hob with a 18-19cm diameter. OVEN SAFE up to 260?.
SUPER EASY TO CLEAN: The amazing non stick coating makes cleaning straightforward, as any food that remains, (it rarely does) will wipe or rinse off easily.
CHEMICAL FREE: The non stick ceramic coating is eco friendly and does not include any chemicals, free from PFOA, lead, cadmium and PTFE??
12 MONTH WARRANTY: We are so confident in the performance of our non stick pan that it is backed by a 12 month guarantee. Before use, please read the instructions carefully and season the pan. By following the recommended care guidelines this non stick pan will offer incredible longevity. Arrives in a stylish presentation box. We are a UK company who pride ourselves on quality customer service.
","Brand Home Icon
Colour Copper Ceramic
Product Dimensions 49 x 26 x 4.8 cm; 900 Grams
Diameter 29 Centimetres
Material Aluminium
Special Features Suitable for oven, PTFE free, Suitable for electric, PFOA free, Suitable for induction, Lead Free, Non-stick
Item Weight 900 g
",metal,orange,900g,other,49,26,4.8,kitchenware,0,0,1,1,1,0,circular,1,pan
1398,"Home Icon Granite Griddle Pan 29cm Removable Handle, Induction, Gas and Electric Compatible, POFA Free Whitford Non Stick Coating
COOK HEALTHY: Use your Home Icon Copper Granite Griddle Pan to cook vegetables, steak, chicken, fish and all other meat with perfect chargrilled sear lines. The deep ridges allow fat to drain from the meat for a fantastic grilled texture and flavour as the meat does not sit in its own fat. Includes two drainage lips to easily remove unwanted fat whilst cooking!
NON STICK WHITFORD COATING: Featuring a super double layer non stick Whitford coating which is PFOA free allowing you to cook with less oil. The pan is evenly heated thanks to its high quality aluminium construction and is finished in a copper granite effect!
REMOVABLE HANDLE AND OVEN SAFE: Thanks to its detachable bakelite handle the Home Icon Griddle Pan fits into the oven and is not restricted by oven temperatures. Great for recipes where you fry on the hob and finish in the oven. The removable handle also allows for compact storage!
WORKS ON ALL COOKERS INCLUDING INDUCTION: Works on all gas, electric, induction and ceramic hobs! When using an induction hob for best results use a ring that is 18cm or less.
12 MONTH WARRANTY: Includes a 12 month warranty! Size without handle : 29cm X 29cm X 4.5cm
Brand Home Icon
Colour Black
Product Dimensions 28 x 28 x 4.3 cm; 1.25 Kilograms
Diameter 28 Centimetres
Material Aluminium
Auto Shutoff No
Special Features Induction_stovetop_compatible
Item Weight 1.25 kg
","Home Icon Granite Griddle Pan 29cm Removable Handle, Induction, Gas and Electric Compatible, POFA Free Whitford Non Stick Coating
COOK HEALTHY: Use your Home Icon Copper Granite Griddle Pan to cook vegetables, steak, chicken, fish and all other meat with perfect chargrilled sear lines. The deep ridges allow fat to drain from the meat for a fantastic grilled texture and flavour as the meat does not sit in its own fat. Includes two drainage lips to easily remove unwanted fat whilst cooking!
NON STICK WHITFORD COATING: Featuring a super double layer non stick Whitford coating which is PFOA free allowing you to cook with less oil. The pan is evenly heated thanks to its high quality aluminium construction and is finished in a copper granite effect!
REMOVABLE HANDLE AND OVEN SAFE: Thanks to its detachable bakelite handle the Home Icon Griddle Pan fits into the oven and is not restricted by oven temperatures. Great for recipes where you fry on the hob and finish in the oven. The removable handle also allows for compact storage!
WORKS ON ALL COOKERS INCLUDING INDUCTION: Works on all gas, electric, induction and ceramic hobs! When using an induction hob for best results use a ring that is 18cm or less.
12 MONTH WARRANTY: Includes a 12 month warranty! Size without handle : 29cm X 29cm X 4.5cm
","Brand Home Icon
Colour Black
Product Dimensions 28 x 28 x 4.3 cm; 1.25 Kilograms
Diameter 28 Centimetres
Material Aluminium
Auto Shutoff No
Special Features Induction_stovetop_compatible
Item Weight 1.25 kg
",metal,black,1.25kg,other,28,28,4.3,kitchenware,0,0,1,1,1,0,rectangular,1,pan
1399,"MICHELANGELO 20CM Frying Pan with Lid, Non Stick Granite Stone Frying Pan, Stone-Derived Coating Omelette Pan, Nonstick Frying Pans with Lid, Stone Skillets with Lid-Oven Safe
Material Stainless Steel, Cast Aluminium
Brand MICHELANGELO
Diameter 20 Centimetres
Has non-stick coating Yes
Is oven safe Yes
Dishwasher safe? Yes
HEATS QUICKLY & EVENLY ??This small frying pan is constructed of durable die-cast aluminum body that conducts heat quickly and evenly with precise temperature control and no hot spots.
ECO-FRIENDLY STONE-DERIVED NONSTICK INTERIOR -MICHELANGELO 20CM frying pan is made with stone derived nonstick coating inside out to deliver unprecedented nonstick performance - everything just slides right off with less oil & cleans up easily. The natural mineral nonstick coating is ultra durable while remaining 100% free of PFOA, PTFA, lead, and cadmium.
VENTED GLASS LID & ERGONOMIC HANDLE - Riveted stainless-steel handle of the stone skillet 20CM stays cool to touch, nice to grip, and easy to maneuver. See-through glass lid lets you keep an eye on things for perfect finish without losing moisture and nutrients.
FOR HOME AND AWAY - This granite small frying pan is dishwasher safe (hand wash is recommended) and oven safe to 450F. It?? optimum size is also ideal for a dorm or RV kitchen.
COOK HEALTHIER AND EASIER - This stone pan is a kind of innovation that imitates the shape& texture of stone and adopts a 100% PFOA, PTFE, lead and cadmium free nonstick coating. Package includes: 1 x 20CM granite frying pan with lid
Brand MICHELANGELO
Package Dimensions 38.28 x 22.81 x 7.7 cm; 998 Grams
Diameter 20 Centimetres
Material Stainless Steel, Cast Aluminium
Special Features Covered
Item Weight 998 g
","MICHELANGELO 20CM Frying Pan with Lid, Non Stick Granite Stone Frying Pan, Stone-Derived Coating Omelette Pan, Nonstick Frying Pans with Lid, Stone Skillets with Lid-Oven Safe
HEATS QUICKLY & EVENLY ??This small frying pan is constructed of durable die-cast aluminum body that conducts heat quickly and evenly with precise temperature control and no hot spots.
ECO-FRIENDLY STONE-DERIVED NONSTICK INTERIOR -MICHELANGELO 20CM frying pan is made with stone derived nonstick coating inside out to deliver unprecedented nonstick performance - everything just slides right off with less oil & cleans up easily. The natural mineral nonstick coating is ultra durable while remaining 100% free of PFOA, PTFA, lead, and cadmium.
VENTED GLASS LID & ERGONOMIC HANDLE - Riveted stainless-steel handle of the stone skillet 20CM stays cool to touch, nice to grip, and easy to maneuver. See-through glass lid lets you keep an eye on things for perfect finish without losing moisture and nutrients.
FOR HOME AND AWAY - This granite small frying pan is dishwasher safe (hand wash is recommended) and oven safe to 450F. It?? optimum size is also ideal for a dorm or RV kitchen.
COOK HEALTHIER AND EASIER - This stone pan is a kind of innovation that imitates the shape& texture of stone and adopts a 100% PFOA, PTFE, lead and cadmium free nonstick coating. Package includes: 1 x 20CM granite frying pan with lid
","Material Stainless Steel, Cast Aluminium
Brand MICHELANGELO
Diameter 20 Centimetres
Has non-stick coating Yes
Is oven safe Yes
Dishwasher safe? Yes
Brand MICHELANGELO
Package Dimensions 38.28 x 22.81 x 7.7 cm; 998 Grams
Diameter 20 Centimetres
Material Stainless Steel, Cast Aluminium
Special Features Covered
Item Weight 998 g
",metal,other,998g,other,38.28,22.81,7.7,kitchenware,0,1,1,1,1,1,circular,1,pan
1400,"Circulon 82819 Premier Professional Frypan - Hassle free 26cm - Induction Non Stick Frying pan - Hard Anodized Aluminium Cookware, Black
Material Aluminium
Brand Circulon
Diameter 26 Centimetres
Colour Black
Item dimensions L x W x H 11.5 x 27 x 47 centimetres
Has non-stick coating Yes
Is oven safe Yes
Dishwasher safe? Yes
Guaranteed quality: We stand behind the durability of the extremely resilient and metal utensil safe steak pan and give you a lifetime guarantee; fine materials and craftsmanship enhance the cooking pleasure - create delightful homemade meals
Elegant performance: The induction frying pan (hard anodized aluminium with stainless steel base) ensures a steady heat distribution and it makes cooking effortless, fast and energy-efficient
Ideal for the kitchen: The 26 cm non stick oven safe pan make culinary premium possible, whether you use the frying pan on an induction hob, other cookers or even in the oven (up to 180?C/350?F/Gas Mark 4) - 100 Percent versatility for 100 Percent flexibility
Sophisticated design: The combination of a stainless steel and silicone handle ensures an ergonomic and secure grip when carrying skillets full of your delicious food to a dining table; count on easy cleaning as the beautiful fry pans are dishwasher-safe
Ease of use: With close fitting toughened glass and stainless steel lids, you can control your cooking to ensure no messy spills and complete cooking convenience (not included with milkpan and frypans)
Induction Non stick frying pan as these are hard anodized aluminium cookware with induction, oven and dishwasher safe
Brand Circulon
Model Number 82819
Colour Black
Product Dimensions 11.5 x 27 x 47 cm; 1.26 Kilograms
Diameter 26 Centimetres
Material Aluminium
Special Features Gas_stovetop_compatible, Induction_stovetop_compatible, Dishwasher-safe, Electric_stovetop_compatible
Item Weight 1.26 kg
","Circulon 82819 Premier Professional Frypan - Hassle free 26cm - Induction Non Stick Frying pan - Hard Anodized Aluminium Cookware, Black
Guaranteed quality: We stand behind the durability of the extremely resilient and metal utensil safe steak pan and give you a lifetime guarantee; fine materials and craftsmanship enhance the cooking pleasure - create delightful homemade meals
Elegant performance: The induction frying pan (hard anodized aluminium with stainless steel base) ensures a steady heat distribution and it makes cooking effortless, fast and energy-efficient
Ideal for the kitchen: The 26 cm non stick oven safe pan make culinary premium possible, whether you use the frying pan on an induction hob, other cookers or even in the oven (up to 180?C/350?F/Gas Mark 4) - 100 Percent versatility for 100 Percent flexibility
Sophisticated design: The combination of a stainless steel and silicone handle ensures an ergonomic and secure grip when carrying skillets full of your delicious food to a dining table; count on easy cleaning as the beautiful fry pans are dishwasher-safe
Ease of use: With close fitting toughened glass and stainless steel lids, you can control your cooking to ensure no messy spills and complete cooking convenience (not included with milkpan and frypans)
Induction Non stick frying pan as these are hard anodized aluminium cookware with induction, oven and dishwasher safe
","Material Aluminium
Brand Circulon
Diameter 26 Centimetres
Colour Black
Item dimensions L x W x H 11.5 x 27 x 47 centimetres
Has non-stick coating Yes
Is oven safe Yes
Dishwasher safe? Yes
Brand Circulon
Model Number 82819
Colour Black
Product Dimensions 11.5 x 27 x 47 cm; 1.26 Kilograms
Diameter 26 Centimetres
Material Aluminium
Special Features Gas_stovetop_compatible, Induction_stovetop_compatible, Dishwasher-safe, Electric_stovetop_compatible
Item Weight 1.26 kg
",metal,black,1.26kg,other,11.5,27,47,kitchenware,0,0,1,1,1,0,circular,1,pan
1401,"Tefal Day By Day ON B56406AZ 28 cm Frying Pan, Black
Material Aluminium
Brand Tefal
Item dimensions L x W x H 46.4 x 31 x 7.1 centimetres
Has non-stick coating Yes
Is oven safe Yes
Day by Day On Frying Pans Feature Titanium non-stick coating. The high-quality non-stick coating is extra durable and resistant thanks to an ultra-reinforced structure and a protective coating enhanced with Titanium
Thermal signal temperature indicator shows with colour change when the pan has reached the ideal frying temperature and allows perfect results with consistency, colour and taste for delicious food
100% SAFE: PFOA, lead and cadmium free thanks to stricter controls that go beyond current regulations on food contact materials.
Suitable for all hob types, excluding induction (gas, electric, ceramic); oven-safe up to max. 175?C
Eco-design packaging: Shipped in a recycled and recyclable cardboard without any polystyrene, nor plastic bags, Tefal designed an eco-friendly pack to protect your product
Brand Tefal
Model Number B56406AZ
Product Dimensions 46.4 x 31 x 7.1 cm; 683 Grams
Material Aluminium
Special Features Dishwasher-safe
Item Weight 683 g
","Tefal Day By Day ON B56406AZ 28 cm Frying Pan, Black
Day by Day On Frying Pans Feature Titanium non-stick coating. The high-quality non-stick coating is extra durable and resistant thanks to an ultra-reinforced structure and a protective coating enhanced with Titanium
Thermal signal temperature indicator shows with colour change when the pan has reached the ideal frying temperature and allows perfect results with consistency, colour and taste for delicious food
100% SAFE: PFOA, lead and cadmium free thanks to stricter controls that go beyond current regulations on food contact materials.
Suitable for all hob types, excluding induction (gas, electric, ceramic); oven-safe up to max. 175?C
Eco-design packaging: Shipped in a recycled and recyclable cardboard without any polystyrene, nor plastic bags, Tefal designed an eco-friendly pack to protect your product
","Material Aluminium
Brand Tefal
Item dimensions L x W x H 46.4 x 31 x 7.1 centimetres
Has non-stick coating Yes
Is oven safe Yes
Brand Tefal
Model Number B56406AZ
Product Dimensions 46.4 x 31 x 7.1 cm; 683 Grams
Material Aluminium
Special Features Dishwasher-safe
Item Weight 683 g
",metal,other,683g,other,46.4,31,7.1,kitchenware,0,0,1,1,1,0,circular,1,pan
1402,"Premier Cookware Folding Grill Pan - Cast Aluminium Non Stick Griddle Pan - Induction Suitable - Soft Touch Handle (28cm Grill Pan)
Brand Dawsons Living
Has non-stick coating Yes
Dishwasher safe? Yes
FOLDABLE GRILL PAN: The aluminium grill pan is foldable, with the handle folding into the pan brilliantly. Allowing for easy storage in your kitchen or making it a great piece to travel with.
NON-STICK GRIDDLE: Grill your meat and vegetables with the brilliant griddle pan. Featuring a non-stick coating, the pan is great for cooking all types of meals.
HEALTHY COOKING: The grill pan features raised grill lines along the bottom. This allows you to seperate your food from the fats and oil in the bottom of the pan, easy healthy cooking.
ALL HOB TYPES: The pan is suitable for all hob types, including induction. Making it a great addition for any kitchen. The pan is also dishwasher safe, allowing for easy hassle free cleaning.
DIMENSIONS: The folding grill pan comes in diameters 24cm and 28cm, allowing you to pick the right size for your cooking needs.
Brand Dawsons Living
Package Dimensions 32.5 x 30.7 x 5.3 cm; 1.13 Kilograms
Item Weight 1.13 kg
","Premier Cookware Folding Grill Pan - Cast Aluminium Non Stick Griddle Pan - Induction Suitable - Soft Touch Handle (28cm Grill Pan)
FOLDABLE GRILL PAN: The aluminium grill pan is foldable, with the handle folding into the pan brilliantly. Allowing for easy storage in your kitchen or making it a great piece to travel with.
NON-STICK GRIDDLE: Grill your meat and vegetables with the brilliant griddle pan. Featuring a non-stick coating, the pan is great for cooking all types of meals.
HEALTHY COOKING: The grill pan features raised grill lines along the bottom. This allows you to seperate your food from the fats and oil in the bottom of the pan, easy healthy cooking.
ALL HOB TYPES: The pan is suitable for all hob types, including induction. Making it a great addition for any kitchen. The pan is also dishwasher safe, allowing for easy hassle free cleaning.
DIMENSIONS: The folding grill pan comes in diameters 24cm and 28cm, allowing you to pick the right size for your cooking needs.
","Brand Dawsons Living
Has non-stick coating Yes
Dishwasher safe? Yes
Brand Dawsons Living
Package Dimensions 32.5 x 30.7 x 5.3 cm; 1.13 Kilograms
Item Weight 1.13 kg
",metal,other,1.13kg,other,32.5,30.7,5.3,kitchenware,0,0,1,1,1,0,rectangular,1,pan
1403,"Tefal H9129944 Shallow pan 30cm, Jamie Oliver, Hard Anodised, Aluminium
Material Aluminium Hard Anodised
Finish type Non Stick
Brand Tefal
Item dimensions L x W x H 38 x 11 x 34 centimetres
Item weight 3.15 Kilograms
Is oven safe Yes
Go pro: In tough hard anodised aluminium, our premium pan range offers superior durability, even heating and non-stick performance for a lifetime of professional-style home cooking
Last longer: Infused with titanium to last even longer, the non-stick coating is super-durable, easy to clean and metal utensil-safe For peace of mind, the range is backed by a 2-year Tefal guarantee
Cook healthily: Tefal?? titanium-infused non-stick coating contains no harmful or toxic chemicals Rest assured, it?? 100 percent safe, for worry-free cooking
Be practical: We??e made these pans 10mm deeper to allow a wider range of culinary uses. They are also compatible with all hob types (including induction), dishwasher safe and oven safe
Take it easy: Stylish and practical, the flat glass lids let you keep an eye on cooking without losing any heat, while riveted stainless-steel handles with silicone insert ensure a secure, comfortable grip
Product Dimensions 38 x 11 x 34 cm; 3.15 Kilograms
Finish types Non Stick
Dishwasher safe? Yes
Is assembly required No
Number of pieces 2
Batteries required No
Item weight 3.15 Kilograms
","Tefal H9129944 Shallow pan 30cm, Jamie Oliver, Hard Anodised, Aluminium
Go pro: In tough hard anodised aluminium, our premium pan range offers superior durability, even heating and non-stick performance for a lifetime of professional-style home cooking
Last longer: Infused with titanium to last even longer, the non-stick coating is super-durable, easy to clean and metal utensil-safe For peace of mind, the range is backed by a 2-year Tefal guarantee
Cook healthily: Tefal?? titanium-infused non-stick coating contains no harmful or toxic chemicals Rest assured, it?? 100 percent safe, for worry-free cooking
Be practical: We??e made these pans 10mm deeper to allow a wider range of culinary uses. They are also compatible with all hob types (including induction), dishwasher safe and oven safe
Take it easy: Stylish and practical, the flat glass lids let you keep an eye on cooking without losing any heat, while riveted stainless-steel handles with silicone insert ensure a secure, comfortable grip
","Material Aluminium Hard Anodised
Finish type Non Stick
Brand Tefal
Item dimensions L x W x H 38 x 11 x 34 centimetres
Item weight 3.15 Kilograms
Is oven safe Yes
Product Dimensions 38 x 11 x 34 cm; 3.15 Kilograms
Finish types Non Stick
Dishwasher safe? Yes
Is assembly required No
Number of pieces 2
Batteries required No
Item weight 3.15 Kilograms
",metal,other,3.15kg,other,38,11,34,kitchenware,0,1,1,1,1,1,circular,1,pan
1404,"KitchenCraft KCBLINIS Induction Safe Blinis Pan with 7 Holes and Blini Recipe, Cast Iron, 24 cm, Black
Material Cast Iron
Brand KitchenCraft
Assembled Diameter 24 Centimetres
Colour Black
Item dimensions L x W x H 24 x 35.5 x 4.5 centimetres
Capacity 1 litres
Has non-stick coating Yes
Is oven safe Yes
Dishwasher safe? No
IMAGINE YOU'RE A CHEF TO THE TSARS: cook authentic Russian blinis with this induction blinis pan, provided with a traditional recipe
PARTY FOOD IDEAS: use this pan to make canap?-sized blinis, chapatis, cr?pes and sweet pancakes, piled with tasty toppings
FLAT CAST IRON BASE: it gets fiery hot for a great sizzle and, with use, it will turn black and develop a natural non stick surface
SUITABLE FOR ALL HOBS AND OVENS: you can even use it on induction stovetops, open fires, and camping stoves
USEFUL INFORMATION: this specialist frying pan is made loveingly with cast iron. After the pan has cooled down, wash straight away but also dry with cloth straight after use as this will prevent rusting
Suitable for all hobs except induction hobs
Note: As this cast iron, it should not be immersed in water
Manufacturer Kitchen Craft
Part Number KCBLINIS
Product Dimensions 24 x 35.51 x 4.5 cm; 800 Grams
Item model number KCBLINIS
Colour Black
Style Blinis Pan
Material Cast Iron
Shape Round
Volume 1000 Millilitres
Item Package Quantity 1
Number Of Pieces 7
Cutting Diameter 24 Centimetres
Special Features Electric_Stovetop_Compatible,Gas_Stovetop_Compatible,Induction_Stovetop_Compatible,Microwave-Safe
Batteries included? No
Batteries Required? No
Assembled Diameter 24 Centimetres
Item Weight 800 g
","KitchenCraft KCBLINIS Induction Safe Blinis Pan with 7 Holes and Blini Recipe, Cast Iron, 24 cm, Black
IMAGINE YOU'RE A CHEF TO THE TSARS: cook authentic Russian blinis with this induction blinis pan, provided with a traditional recipe
PARTY FOOD IDEAS: use this pan to make canap?-sized blinis, chapatis, cr?pes and sweet pancakes, piled with tasty toppings
FLAT CAST IRON BASE: it gets fiery hot for a great sizzle and, with use, it will turn black and develop a natural non stick surface
SUITABLE FOR ALL HOBS AND OVENS: you can even use it on induction stovetops, open fires, and camping stoves
USEFUL INFORMATION: this specialist frying pan is made loveingly with cast iron. After the pan has cooled down, wash straight away but also dry with cloth straight after use as this will prevent rusting
Suitable for all hobs except induction hobs
Note: As this cast iron, it should not be immersed in water
","Material Cast Iron
Brand KitchenCraft
Assembled Diameter 24 Centimetres
Colour Black
Item dimensions L x W x H 24 x 35.5 x 4.5 centimetres
Capacity 1 litres
Has non-stick coating Yes
Is oven safe Yes
Dishwasher safe? No
Manufacturer Kitchen Craft
Part Number KCBLINIS
Product Dimensions 24 x 35.51 x 4.5 cm; 800 Grams
Item model number KCBLINIS
Colour Black
Style Blinis Pan
Material Cast Iron
Shape Round
Volume 1000 Millilitres
Item Package Quantity 1
Number Of Pieces 7
Cutting Diameter 24 Centimetres
Special Features Electric_Stovetop_Compatible,Gas_Stovetop_Compatible,Induction_Stovetop_Compatible,Microwave-Safe
Batteries included? No
Batteries Required? No
Assembled Diameter 24 Centimetres
Item Weight 800 g
",metal,black,800g,1000ml,24,35.5,4.5,kitchenware,0,0,1,1,1,0,circular,1,pan
